price;discription;location;Bedrooms;Bathrooms;Parking_spaces;floor_size
850000;1 Bedroom Apartment;Bedfordview;1;1;1;85 m²
450000;1 Bedroom Apartment;Oukraal Estate;1;1;1;38 m²
1470000;1 Bedroom Apartment;Menlyn;1;1;1;
2200000;2 Bedroom Apartment;Killarney;2;2;;183 m²
2150000;3 Bedroom Apartment;Carlswald;3;2;2;137 m²
725000;2 Bedroom Apartment;Bruma;2;1;1;72 m²
515000;1 Bedroom Apartment;Alberton North;1;1;1;34 m²
880850;2 Bedroom Apartment;Witfield;2;1;1;57 m²
2150000;3 Bedroom Apartment;Carlswald;3;2;2;137 m²
730000;2 Bedroom Apartment;Vanderbijlpark SW 5;2;2;1;68 m²
795000;2 Bedroom Apartment;Winchester Hills;2;2;1;69 m²
780000;2 Bedroom Apartment;Eco Park Estate;2;1;2;82 m²
800000;2 Bedroom Apartment;Ravensklip;2;1;1;81 m²
1395000;3 Bedroom Apartment;Illiondale;3;2;1;77 m²
610000;1 Bedroom Apartment;Jackal Creek Golf Estate;1;1;2;51 m²
399000;1 Bedroom Apartment;Horison;1;1;1;61 m²
5400000;3 Bedroom Apartment;Midfield Estate;3;3;2;226 m²
1500000;2 Bedroom Apartment;Golden Fields Estate;2;2;2;123 m²
;;;;;;
590000;1 Bedroom Apartment;Lonehill;1;1;1;45 m²
12000000;3 Bedroom Apartment;Morningside;3;3;4;356 m²
1400000;2 Bedroom Apartment;Waverley;2;1;2;68 m²
845000;1 Bedroom Apartment;Bryanston;1;1;1;49 m²
810000;2 Bedroom Apartment;Helderkruin;2;1;1;75 m²
430000;2 Bedroom Apartment;Jabulani;2;1;1;
1420000;3 Bedroom Apartment;Eastleigh;3;2.5;1;132 m²
440000;2 Bedroom Apartment;Florida;2;1;2;52 m²
615000;2 Bedroom Apartment;Alberton Central;2;1;1;40 m²
679999;2 Bedroom Apartment;Terenure;2;1;1;60 m²
885000;2 Bedroom Apartment;Ferndale;2;1;;165 m²
615000;2 Bedroom Apartment;Alberton Central;2;1;1;40 m²
4500000;16 Bedroom Apartment;Observatory;16;12;9;550 m²
900000;1 Bedroom Apartment;Bedfordview;1;1;1;69 m²
737000;2 Bedroom Apartment;Norkem Park;2;1;1;61 m²
1050000;2 Bedroom Apartment;Sunninghill;2;2;2;124 m²
640000;2.5 Bedroom Apartment;Sunnyside;2.5;1.5;1;94 m²
790000;2 Bedroom Apartment;Vorna Valley;2;1;4;107 m²
650000;2 Bedroom Apartment;Montana;2;1;1;59 m²
730000;3 Bedroom Apartment;Horizon View;3;1;2;86 m²
675000;1 Bedroom Apartment;Paulshof;1;1;1;52 m²
;;;;;;
780000;Apartment;Carlswald North Estate;;;;96 m²
499000;1.5 Bedroom Apartment;Wonderboom South;1.5;1;2;58 m²
900000;2 Bedroom Apartment;Broadacres;2;2;2;63 m²
1050000;2 Bedroom Apartment;Linden;2;2;2;78 m²
995000;2 Bedroom Apartment;Parkmore;2;1;2;78 m²
650000;2 Bedroom Apartment;Noordwyk;2;1;1;65 m²
550000;2 Bedroom Apartment;Verwoerdpark;2;1;1;77 m²
1100000;2 Bedroom Apartment;Rivonia;2;1;4;90 m²
749000;1 Bedroom Apartment;Erand Gardens;1;1;1;60 m²
1200000;2 Bedroom Apartment;Dowerglen Ext 4;2;2;1;94 m²
2500000;2 Bedroom Apartment;Brooklyn;2;2;2;70 m²
599000;2 Bedroom Apartment;Sunnyside;2;1;1;120 m²
470000;2 Bedroom Apartment;Mayville;2;1;1;86 m²
;3 Bedroom Apartment;Sunninghill;3;2;1;133 m²
795000;2 Bedroom Apartment;Pretoria North;2;1;2;
879000;1 Bedroom Apartment;Modderfontein;1;1;1;52 m²
759000;2 Bedroom Apartment;Tijger Vallei;2;2;1;79 m²
820000;1 Bedroom Apartment;Sandown;1;1;1;50 m²
880000;2 Bedroom Apartment;Montana;2;1;;94 m²
650000;2 Bedroom Apartment;Brentwood Park;2;1;1;63 m²
900000;2 Bedroom Apartment;Broadacres;2;2;2;63 m²
;;;;;;
900000;2 Bedroom Apartment;Broadacres;2;2;2;63 m²
850000;2 Bedroom Apartment;Sunninghill;2;1;1;64 m²
940000;2 Bedroom Apartment;Jackal Creek Golf Estate;2;2;1;75 m²
1200000;2 Bedroom Apartment;Kyalami;2;2;2;97 m²
770000;2 Bedroom Apartment;Alberante;2;2;1;79 m²
740000;2 Bedroom Apartment;Montana Tuine;2;1;1;57 m²
850000;2 Bedroom Apartment;Sunninghill;2;1;1;64 m²
645000;2 Bedroom Apartment;Dorandia;2;1;2;95 m²
645000;2 Bedroom Apartment;Tokoza;2;1;1;40 m²
645000;2 Bedroom Apartment;Germiston Central;2;1;1;40 m²
665000;2 Bedroom Apartment;Parkdene;2;1;1;50 m²
825000;2 Bedroom Apartment;Craigavon;2;1;1;42 m²
535000;2 Bedroom Apartment;Witfield;2;1;2;85 m²
799999;2 Bedroom Apartment;Fourways;2;1;1;67 m²
960000;1 Bedroom Apartment;Blue Hills;1;1;1;56 m²
899000;2 Bedroom Apartment;Wendywood;2;1;1;42 m²
950000;2 Bedroom Apartment;Carlswald;2;1;1;65 m²
330000;1 Bedroom Apartment;Berea;1;1;1;80 m²
600000;4 Bedroom Apartment;Arcadia;4;1;2;
1175000;2 Bedroom Apartment;Eden Glen;2;2;2;97 m²
1250000;2 Bedroom Apartment;Carlswald;2;1;1;76 m²
;;;;;;
599500;2 Bedroom Apartment;Willow Park Manor;2;1;1;55 m²
950000;3 Bedroom Apartment;Noordwyk;3;2;2;113 m²
1289000;1 Bedroom Apartment;Killarney;1;1;1;78 m²
810000;2 Bedroom Apartment;Andeon AH;2;1;2;
920000;2 Bedroom Apartment;Honeydew Ridge;2;2;2;95 m²
680000;2 Bedroom Apartment;Florida Glen;2;1;1;64 m²
1550000;3 Bedroom Apartment;Morningside;3;2;1;111 m²
615000;3 Bedroom Apartment;Groblerpark;3;1;2;99 m²
24000000;4 Bedroom Apartment;Houghton Estate;4;4;3;520 m²
670000;2 Bedroom Apartment;Marlands;2;1;1;92 m²
699000;2 Bedroom Apartment;Vorna Valley;2;1;1;75 m²
395000;2 Bedroom Apartment;Greenhills;2;1;2;43 m²
695000;1 Bedroom Apartment;Morningside;1;1;1;57 m²
885000;2 Bedroom Apartment;Moregloed;2;1;1;74 m²
1350000;2 Bedroom Apartment;Illovo;2;1.5;1;97 m²
830000;2 Bedroom Apartment;New Redruth;2;1;1;68 m²
1600000;3 Bedroom Apartment;Dowerglen Ext 4;3;2;2;120 m²
699000;2 Bedroom Apartment;Vorna Valley;2;1;1;75 m²
245000;1 Bedroom Apartment;Wentworth Park;1;1;1;54 m²
980000;2 Bedroom Apartment;Greenstone Hill;2;2;1;71 m²
777000;1 Bedroom Apartment;Lonehill;1;1;1;77 m²
;;;;;;
690000;2 Bedroom Apartment;Elarduspark;2;1;1;83 m²
800000;2 Bedroom Apartment;Die Hoewes;2;1;2;82 m²
580000;0.5 Bedroom Apartment;Hillcrest;0.5;1;1;36 m²
699000;2 Bedroom Apartment;Norkem Park;2;1;1;62 m²
670000;2 Bedroom Apartment;Danville;2;1;2;
1249000;3 Bedroom Apartment;Fairland;3;2;2;89 m²
730000;1 Bedroom Apartment;Waterkloof Ridge;1;1;1;50 m²
540000;2 Bedroom Apartment;The Orchards;2;1;2;74 m²
850000;1 Bedroom Apartment;North Riding AH;1;1;1;47 m²
798999;2 Bedroom Apartment;Sagewood;2;2;8;115 m²
525000;1 Bedroom Apartment;Newmark Estate;1;1;1;47 m²
850000;2 Bedroom Apartment;Noordwyk;2;1;1;74 m²
1100000;2 Bedroom Apartment;Carlswald;2;2;2;145 m²
800000;3 Bedroom Apartment;Castleview;3;2;1;
1695000;2 Bedroom Apartment;Rosebank;2;2;1;107 m²
1850000;2 Bedroom Apartment;Bryanston;2;2;2;100 m²
920000;2 Bedroom Apartment;Carlswald;2;1;1;67 m²
580000;0.5 Bedroom Apartment;Hillcrest;0.5;1;1;36 m²
595000;1 Bedroom Apartment;Hazeldean;1;1;1;69 m²
1950000;2 Bedroom Apartment;Morningside;2;2;2;109 m²
980000;1 Bedroom Apartment;Waterfall;1;1;1;45 m²
;;;;;;
575000;1 Bedroom Apartment;Northgate;1;1;1;57 m²
550000;1 Bedroom Apartment;Marshalltown;1;1;2;39 m²
790000;2 Bedroom Apartment;Paulshof;2;1;1;62 m²
870000;2 Bedroom Apartment;Boardwalk;2;1;2;53 m²
799000;2 Bedroom Apartment;Boardwalk;2;1;2;54 m²
799000;2 Bedroom Apartment;Boardwalk;2;1;2;47 m²
849000;2 Bedroom Apartment;Helderkruin;2;2;2;91 m²
730000;2 Bedroom Apartment;Hatfield;2;1;1;43 m²
675000;2 Bedroom Apartment;Halfway Gardens;2;1;1;56 m²
420000;2 Bedroom Apartment;Fleurhof;2;1;1;30 m²
1450000;2 Bedroom Apartment;Kelland;2;1;1;85 m²
2250000;2 Bedroom Apartment;The Polofields;2;2;2;115 m²
699000;2 Bedroom Apartment;Northwold;2;2;1;74 m²
350000;1.5 Bedroom Apartment;Sunnyside;1.5;1;;60 m²
850000;2 Bedroom Apartment;Edenvale Central;2;2;1;95 m²
1480000;1 Bedroom Apartment;Sandton Central;1;1;1;54 m²
1299000;3 Bedroom Apartment;Modderfontein;3;2;2;86 m²
470000;1.5 Bedroom Apartment;Florida;1.5;1;1;74 m²
699000;2 Bedroom Apartment;Northwold;2;2;2;74 m²
280000;1 Bedroom Apartment;Randburg Central;1;1;;47 m²
1480000;1 Bedroom Apartment;Sandton Central;1;1;1;54 m²
;;;;;;
901800;1 Bedroom Apartment;Montana;1;1;1;64 m²
780000;2 Bedroom Apartment;Randpark Ridge;2;2;1;72 m²
1100000;2 Bedroom Apartment;Blackheath;2;1.5;2;99 m²
585000;2 Bedroom Apartment;Northgate;2;2;1;75 m²
590000;2 Bedroom Apartment;Northgate;2;1;1;75 m²
1195000;2 Bedroom Apartment;Dowerglen Ext 4;2;1;2;92 m²
2400000;2 Bedroom Apartment;Craighall;2;2;1;184 m²
1100000;3 Bedroom Apartment;Northgate;3;2;6;123 m²
999499;2 Bedroom Apartment;Lonehill;2;1;1;101 m²
1100000;2 Bedroom Apartment;Blackheath;2;1.5;2;99 m²
970000;1 Bedroom Apartment;Waterfall;1;1;;37 m²
685000;2 Bedroom Apartment;The Reeds;2;1;2;64 m²
685000;2 Bedroom Apartment;Mooikloof Ridge;2;1;2;74 m²
449000;1 Bedroom Apartment;South Crest;1;1;1;73 m²
500000;1 Bedroom Apartment;Westdene;1;1;1;44 m²
815000;1 Bedroom Apartment;Willow Park Manor;1;1;;43 m²
520000;2 Bedroom Apartment;Benoni West;2;1;2;63 m²
530000;4 Bedroom Apartment;Sunnyside;4;1;1;98 m²
1350000;3 Bedroom Apartment;Greenstone Hill;3;2;2;106 m²
1195000;2 Bedroom Apartment;Craighall Park;2;1.5;1;122 m²
900000;1 Bedroom Apartment;Bryanston;1;1;1;52 m²
;;;;;;
1250000;2 Bedroom Apartment;Bryanston;2;2;2;92 m²
599000;1 Bedroom Apartment;Jackal Creek Golf Estate;1;1;1;53 m²
769000;2 Bedroom Apartment;Noordheuwel;2;2;1;66 m²
395000;2 Bedroom Apartment;Krugersdorp Central;2;1;;109 m²
680000;2 Bedroom Apartment;Ridgeway;2;1;1;79 m²
540000;2 Bedroom Apartment;Hesteapark;2;1;1;63 m²
660000;2.5 Bedroom Apartment;Queenswood;2.5;2;1;88 m²
1650000;1 Bedroom Apartment;Rosebank;1;1;1;
775000;2 Bedroom Apartment;Vorna Valley;2;2;2;
1595000;3 Bedroom Apartment;Westlake Eco Estate;3;2;;106 m²
965000;1 Bedroom Apartment;Hurlpark;1;1;1;72 m²
1680000;2 Bedroom Apartment;Edenburg;2;2;;123 m²
340000;2 Bedroom Apartment;Greenhills Ext 3;2;1;1;50 m²
1190000;2 Bedroom Apartment;Ravenswood;2;2;2;
850000;1 Bedroom Apartment;Illovo;1;1;2;
1150000;3 Bedroom Apartment;Pomona;3;2;2;91 m²
1352000;2 Bedroom Apartment;Annlin;2;2;2;104 m²
620000;1 Bedroom Apartment;Clubview;1;1;3;54 m²
680000;2 Bedroom Apartment;Ridgeway;2;1;1;79 m²
1650000;2 Bedroom Apartment;Sandton Central;2;2;2;83 m²
799000;1 Bedroom Apartment;Lonehill;1;1;1;84 m²
;;;;;;
1600000;3 Bedroom Apartment;Greenstone Hill;3;2;2;108 m²
580000;2 Bedroom Apartment;Ravenswood;2;1;1;
2900000;1 Bedroom Apartment;Melrose Arch;1;1.5;2;96 m²
11900000;6 Bedroom Apartment;Waterfall Country Estate;6;6;12;720 m²
585000;2 Bedroom Apartment;Parkdene;2;1;1;69 m²
1100000;2 Bedroom Apartment;Meyersdal;2;2;1;92 m²
748299;2 Bedroom Apartment;Sagewood;2;1;4;78 m²
1195000;3 Bedroom Apartment;Denneoord;3;2;1;
395000;1 Bedroom Apartment;Pretoria Central;1;1;1;3 835 m²
680000;3 Bedroom Apartment;Horizon View;3;1;2;93 m²
1130000;2 Bedroom Apartment;Lonehill;2;1;2;109 m²
460000;3 Bedroom Apartment;Kempton Park Central;3;1;1;89 m²
345000;2 Bedroom Apartment;Kempton Park Central;2;1;;46 m²
11900000;6 Bedroom Apartment;Waterfall Country Estate;6;6;12;720 m²
1350000;3 Bedroom Apartment;Oakdene;3;2;2;99 m²
930000;2.5 Bedroom Apartment;Andeon;2.5;1;2;89 m²
800000;2 Bedroom Apartment;Montana Tuine;2;1;1;55 m²
770000;1 Bedroom Apartment;Killarney;1;1;1;73 m²
380000;1.5 Bedroom Apartment;Pretoria West;1.5;1;1;64 m²
1249000;2 Bedroom Apartment;Edenburg;2;1;2;75 m²
550000;2 Bedroom Apartment;Pretoria Central;2;1;1;71 m²
;;;;;;
1100000;2 Bedroom Apartment;Bryanston;2;2;2;79 m²
695000;1 Bedroom Apartment;Beyers Park;1;1;1;52 m²
1080000;2 Bedroom Apartment;Linden;2;1;1;106 m²
915000;2 Bedroom Apartment;Vanderbijlpark SE 2;2;1;1;98 m²
890000;3 Bedroom Apartment;Albertsdal;3;2;1;82 m²
1649000;3 Bedroom Apartment;Modderfontein;3;2;2;108 m²
350000;1 Bedroom Apartment;Kempton Park Central;1;1;1;63 m²
1295000;3 Bedroom Apartment;Willow Park Manor;3;2.5;2;147 m²
380000;2 Bedroom Apartment;Horizon View;2;1;1;50 m²
800000;2 Bedroom Apartment;Montana Tuine;2;1;1;48 m²
560000;2 Bedroom Apartment;Radiokop;2;1;1;60 m²
650000;1 Bedroom Apartment;Greenstone Hill;1;1;2;41 m²
700000;1 Bedroom Apartment;Sunninghill;1;1;1;52 m²
1599000;3 Bedroom Apartment;Modderfontein;3;2;2;107 m²
895000;2 Bedroom Apartment;Pretoriuspark;2;2;2;74 m²
520000;2 Bedroom Apartment;Three Rivers Proper;2;1;1;110 m²
890000;3 Bedroom Apartment;Albertsdal;3;2;1;82 m²
430000;2 Bedroom Apartment;Pretoria North;2;1;2;63 m²
380000;Apartment;Brenthurst;1;1;;
860000;2 Bedroom Apartment;Equestria;2;1;2;81 m²
750000;2 Bedroom Apartment;Wilgeheuwel;2;1;1;64 m²
;;;;;;
4250000;2 Bedroom Apartment;Morningside;2;2;2;118 m²
1080000;3 Bedroom Apartment;New Redruth;3;2;2;131 m²
860000;2 Bedroom Apartment;Tijger Vallei;2;2;1;79 m²
999000;2 Bedroom Apartment;Fourways;2;1;1;117 m²
265000;0.5 Bedroom Apartment;Muckleneuk;0.5;1;1;45 m²
560000;2 Bedroom Apartment;West Turffontein;2;1;2;89 m²
695000;3 Bedroom Apartment;Witpoortjie;3;2;2;64 m²
645000;2 Bedroom Apartment;Sundowner;2;1;1;72 m²
920000;2 Bedroom Apartment;Hatfield;2;1;1;55 m²
865000;2 Bedroom Apartment;Norton Home Estate;2;2;2;78 m²
680000;1 Bedroom Apartment;Sunninghill;1;1;1;45 m²
650000;2 Bedroom Apartment;Montana Tuine;2;1;1;70 m²
1385000;1 Bedroom Apartment;Brooklyn;1;1;1;41 m²
1950000;2 Bedroom Apartment;Menlo Park;2;2;2;79 m²
2295000;2 Bedroom Apartment;Brooklyn;2;2;2;104 m²
750000;1 Bedroom Apartment;Wilgeheuwel;1;1;1;41 m²
699999;2 Bedroom Apartment;Ferndale;2;2;2;84 m²
1200000;3 Bedroom Apartment;Witfield;3;2;2;128 m²
860000;2 Bedroom Apartment;Tijger Vallei;2;2;1;79 m²
1350000;2 Bedroom Apartment;Fairland;2;2;2;84 m²
825000;2 Bedroom Apartment;Featherbrooke Hills Retirement Village;2;1;1;65 m²
;;;;;;
255000;1 Bedroom Apartment;Sunnyside;1;1;1;53 m²
780000;2 Bedroom Apartment;Witfield;2;1;2;55 m²
665000;1 Bedroom Apartment;Witfield;1;1;1;44 m²
795000;2 Bedroom Apartment;Ruimsig;2;2;1;71 m²
480000;Apartment;Jabulani;;;;40 m²
550000;2 Bedroom Apartment;The Orchards;2;1;1;64 m²
560000;1 Bedroom Apartment;Halfway Gardens;1;1;1;46 m²
870000;2 Bedroom Apartment;Lonehill;2;1;1;75 m²
840000;2 Bedroom Apartment;Pretoria North;2;1;1;
1100000;2 Bedroom Apartment;Bryanston;2;1;2;81 m²
2100000;3 Bedroom Apartment;Kelland;3;3;2;108 m²
719000;2 Bedroom Apartment;Northcliff;2;2;1;66 m²
1199900;2 Bedroom Apartment;Carlswald;2;2;2;
245000;1 Bedroom Apartment;Wentworth Park;1;1;1;51 m²
1380000;2 Bedroom Apartment;Rivonia;2;2;2;116 m²
695000;2 Bedroom Apartment;Lambton;2;1;2;99 m²
480000;2 Bedroom Apartment;Florida;2;1;1;
870000;2 Bedroom Apartment;Lonehill;2;1;1;75 m²
3900000;2 Bedroom Apartment;Melrose Estate;2;3;2;148 m²
699000;2 Bedroom Apartment;Northwold;2;2;1;74 m²
2250000;Apartment;Lenasia;;;;
;;;;;;
8350000;5 Bedroom Apartment;Bassonia;5;4.5;3;624 m²
1349900;3 Bedroom Apartment;Noordwyk;3;2;2;86 m²
640000;1 Bedroom Apartment;Richmond;1;1;1;65 m²
910000;1 Bedroom Apartment;Greenstone Hill;1;1;1;59 m²
1799000;2 Bedroom Apartment;Rietvalleirand;2;2;2;129 m²
805000;1 Bedroom Apartment;Lonehill;1;1;1;52 m²
595000;2 Bedroom Apartment;Pretoria Gardens;2;1;1;72 m²
2800000;2 Bedroom Apartment;Rosebank;2;2;2;75 m²
1550000;3 Bedroom Apartment;Illovo;3;2;2;
650000;1.5 Bedroom Apartment;Waverley;1.5;1;1;90 m²
1198000;1 Bedroom Apartment;Northcliff;1;1;1;68 m²
799000;1 Bedroom Apartment;Morningside;1;1;1;57 m²
949000;3 Bedroom Apartment;Noordwyk;3;2;2;121 m²
1334415;2 Bedroom Apartment;Rietvlei AH;2;2;2;88 m²
640000;2 Bedroom Apartment;Theresapark;2;1;2;65 m²
1000000;1 Bedroom Apartment;Kengies;1;1;1;66 m²
640000;1 Bedroom Apartment;Richmond;1;1;1;65 m²
1250000;2 Bedroom Apartment;Paulshof;2;2;2;139 m²
750000;1 Bedroom Apartment;Longmeadow;1;1;1;41 m²
899000;3 Bedroom Apartment;Glen Marais;3;2;1;111 m²
400000;1 Bedroom Apartment;Johannesburg Central;1;1;1;42 m²
;;;;;;
225000;0.5 Bedroom Apartment;Johannesburg Central;0.5;1;1;39 m²
1375000;2 Bedroom Apartment;Olivedale;2;2;4;102 m²
895000;1 Bedroom Apartment;Linden;1;1;1;66 m²
650000;2 Bedroom Apartment;Weltevreden Park;2;1;1;
1695000;3 Bedroom Apartment;Jackal Creek Golf Estate;3;2;1;121 m²
650000;3.5 Bedroom Apartment;Sunnyside;3.5;1.5;;83 m²
650000;1 Bedroom Apartment;Erasmuskloof;1;1;1;
1189000;3 Bedroom Apartment;Glen Marais;3;2;2;
650000;2 Bedroom Apartment;Bloubosrand;2;1.5;2;80 m²
1075000;2 Bedroom Apartment;Broadacres;2;2;2;
540000;1 Bedroom Apartment;Dainfern;1;1;1;32 m²
850000;1 Bedroom Apartment;Morningside;1;1;1;58 m²
2995000;2 Bedroom Apartment;Steyn City;2;2;1;94 m²
1200000;2 Bedroom Apartment;Ruimsig;2;2;2;75 m²
1075000;2 Bedroom Apartment;Broadacres;2;2;2;
650000;2 Bedroom Apartment;Winchester Hills;2;1;;61 m²
699999;2 Bedroom Apartment;Monavoni;2;1;1;75 m²
785000;1 Bedroom Apartment;Sandringham;1;1;1;55 m²
700000;1 Bedroom Apartment;Maboneng;1;1;1;58 m²
930000;1 Bedroom Apartment;River Club;1;1;1;52 m²
;2 Bedroom Apartment;Sandown;2;2;3;125 m²
;;;;;;
;2 Bedroom Apartment;Sandown;2;2;3;125 m²
1675000;2 Bedroom Apartment;Edenburg;2;2;;91 m²
1900000;2 Bedroom Apartment;Illovo;2;2;1;107 m²
790000;2 Bedroom Apartment;Primrose Hill;2;1;1;102 m²
3900000;3 Bedroom Apartment;Bryanston;3;3;3;212 m²
679000;3 Bedroom Apartment;Norkem Park;3;1;2;
810000;5 Bedroom Apartment;Sunnyside;5;2;11;
390000;2 Bedroom Apartment;Florida;2;1;2;75 m²
595000;2 Bedroom Apartment;Lotus Gardens;2;1;1;45 m²
950000;1 Bedroom Apartment;Olympus AH;1;1;1;104 m²
489000;1 Bedroom Apartment;Brakpan Central;1;1;1;60 m²
1100000;2 Bedroom Apartment;Glenvista;2;2;1;98 m²
750000;2 Bedroom Apartment;Grand Central;2;2;1;
1180000;2 Bedroom Apartment;Barbeque Downs;2;2;2;79 m²
999900;1 Bedroom Apartment;Waterfall;1;1;1;40 m²
600000;1 Bedroom Apartment;Braamfontein;1;1;1;
550000;2 Bedroom Apartment;Wonderboom South;2;1;1;
1185000;2 Bedroom Apartment;Morningside;2;1;1;66 m²
1250000;2 Bedroom Apartment;Modderfontein;2;2;2;106 m²
489000;1 Bedroom Apartment;Brakpan Central;1;1;1;60 m²
899000;2 Bedroom Apartment;Bedford Gardens;2;1;2;112 m²
;;;;;;
480000;1 Bedroom Apartment;Riviera;1;2;1;55 m²
630000;2 Bedroom Apartment;Three Rivers Proper;2;1;;72 m²
1390000;3 Bedroom Apartment;Fourways;3;2;2;119 m²
450000;2 Bedroom Apartment;Krugersdorp Central;2;1;1;86 m²
670000;2 Bedroom Apartment;Heuweloord;2;2;1;78 m²
649000;1 Bedroom Apartment;Broadacres;1;1;1;87 m²
1100000;2 Bedroom Apartment;Bryanston;2;1;1;85 m²
;2 Bedroom Apartment;Primrose Hill;2;1.5;1;69 m²
560000;2 Bedroom Apartment;Riversdale;2;1;1;69 m²
1995000;2 Bedroom Apartment;Melrose North;2;2;2;114 m²
420000;2 Bedroom Apartment;Greenhills;2;1;1;57 m²
350000;1 Bedroom Apartment;Haddon;1;1;1;62 m²
699000;2 Bedroom Apartment;Northcliff;2;2;1;67 m²
1380000;3 Bedroom Apartment;Dainfern;3;2;2;94 m²
1690000;3 Bedroom Apartment;New Redruth;3;2.5;2;215 m²
850000;2 Bedroom Apartment;Monavoni;2;1;1;66 m²
925000;3 Bedroom Apartment;Ravenswood;3;2;2;
550000;2 Bedroom Apartment;Fleurhof;2;1;4;38 m²
560000;2 Bedroom Apartment;Riversdale;2;1;1;69 m²
835000;2 Bedroom Apartment;Villieria;2;1;1;
1350000;3 Bedroom Apartment;Broadacres;3;2;2;105 m²
;;;;;;
1350000;3 Bedroom Apartment;Broadacres;3;2;2;105 m²
590000;2 Bedroom Apartment;Vanderbijlpark CW 3;2;1.5;;105 m²
485000;2 Bedroom Apartment;Wonderboom South;2;1;;
590000;2 Bedroom Apartment;Arcadia;2;1;;80 m²
810000;2 Bedroom Apartment;North Riding;2;2;2;71 m²
685000;2 Bedroom Apartment;Northgate;2;2;2;
749000;2 Bedroom Apartment;Albertsdal;2;1;1;50 m²
810000;2 Bedroom Apartment;North Riding;2;2;2;71 m²
680000;3 Bedroom Apartment;Sunnyside;3;2;2;
690000;1 Bedroom Apartment;Boksburg East;1;1;1;
555000;2 Bedroom Apartment;Honeydew;2;1;1;62 m²
450000;2 Bedroom Apartment;Berea;2;2;1;135 m²
1600000;3 Bedroom Apartment;Craigavon;3;2;1;107 m²
520000;2 Bedroom Apartment;Krugersdorp North;2;1;1;
1550000;3 Bedroom Apartment;Eden Glen;3;2;2;97 m²
980000;2 Bedroom Apartment;Noordwyk;2;1;2;87 m²
750000;1 Bedroom Apartment;Olivedale;1;1;1;51 m²
835000;2 Bedroom Apartment;East Lynne;2;1;;
835000;2 Bedroom Apartment;Lynnwood Manor;2;1;1;
530000;2 Bedroom Apartment;Pomona;2;1;1;71 m²
329000;1 Bedroom Apartment;Karenpark;1;1;1;
;;;;;;
800000;2 Bedroom Apartment;Celtisdal;2;1;2;98 m²
865000;2 Bedroom Apartment;Jackal Creek Golf Estate;2;2;1;72 m²
490000;2 Bedroom Apartment;Weltevreden Park;2;1;2;60 m²
699000;2 Bedroom Apartment;Norton Home Estate;2;1;1;
949000;3 Bedroom Apartment;Bedford Gardens;3;2;2;113 m²
899900;2 Bedroom Apartment;Bromhof;2;1;2;83 m²
1020000;3 Bedroom Apartment;Morehill;3;2;2;116 m²
599000;2 Bedroom Apartment;Die Hoewes;2;1;1;51 m²
370000;1 Bedroom Apartment;Edleen;1;1;1;44 m²
300000;2 Bedroom Apartment;Wentworth Park;2;1;1;596 m²
745000;2 Bedroom Apartment;The Reeds;2;1;2;64 m²
740000;2 Bedroom Apartment;Heuwelsig Estate;2;2;1;56 m²
760000;2 Bedroom Apartment;Halfway Gardens;2;2;1;75 m²
1199000;2 Bedroom Apartment;Risidale;2;2;;74 m²
900000;2 Bedroom Apartment;Montana;2;2;2;104 m²
865000;2 Bedroom Apartment;Sinoville;2;1;1;
599000;2 Bedroom Apartment;Die Hoewes;2;1;1;51 m²
1450000;2 Bedroom Apartment;Woodmead;2;2;2;88 m²
1050000;3 Bedroom Apartment;Carlswald;3;2;;87 m²
1180000;2 Bedroom Apartment;Kyalami Hills;2;2;2;97 m²
1470000;2 Bedroom Apartment;Brentwood;2;1;2;
;;;;;;
1470000;2 Bedroom Apartment;Brentwood;2;1;2;
635000;2 Bedroom Apartment;Crystal Park;2;1;1;75 m²
1300000;3 Bedroom Apartment;Greenstone Hill;3;2;2;104 m²
18620000;3 Bedroom Apartment;Steyn City;3;2.5;2;273 m²
1550000;2 Bedroom Apartment;Strathavon;2;2;2;142 m²
1420000;2 Bedroom Apartment;Ferndale;2;2;1;80 m²
620000;2 Bedroom Apartment;Castleview;2;2;1;
580000;2 Bedroom Apartment;Helderkruin;2;1;1;62 m²
785000;2 Bedroom Apartment;Corlett Gardens;2;2;1;
300000;1 Bedroom Apartment;Braamfontein;1;1;1;
825000;1 Bedroom Apartment;Fourways;1;1;1;84 m²
650000;2 Bedroom Apartment;Newlands;2;1;1;59 m²
1350000;2 Bedroom Apartment;Clydesdale;2;1;2;63 m²
750000;2 Bedroom Apartment;Groenkloof;2;1;1;50 m²
1350000;2 Bedroom Apartment;Clydesdale;2;1;2;63 m²
900000;2 Bedroom Apartment;Edenburg;2;2;1;60 m²
345000;1.5 Bedroom Apartment;Sunnyside;1.5;1;1;60 m²
1250000;1 Bedroom Apartment;Morningside Manor;1;2;4;159 m²
795000;2 Bedroom Apartment;Ninapark;2;1;2;
865000;2 Bedroom Apartment;Pretoria North;2;1;2;
879000;2 Bedroom Apartment;Winchester Hills;2;2;1;89 m²
;;;;;;
879000;2 Bedroom Apartment;Winchester Hills;2;2;1;89 m²
700000;2 Bedroom Apartment;Ferndale;2;1;2;54 m²
1170000;3 Bedroom Apartment;Bergbron;3;2;2;91 m²
800000;2 Bedroom Apartment;Albemarle Ext 1;2;1;1;
550000;2 Bedroom Apartment;Centurion Central;2;1;2;80 m²
