price;discription;location;Bedrooms;Bathrooms;Parking_spaces;floor_size
770000;1 Bedroom Apartment;Erand Gardens;1;1;1;
930000;2 Bedroom Apartment;Kelland;2;1;1;
480000;3 Bedroom Apartment;Rensburg;3;2;1;63 m²
1150000;2 Bedroom Apartment;Bryanston;2;1;2;102 m²
620000;2 Bedroom Apartment;Noordwyk;2;1;1;65 m²
990000;Apartment;Equestria;;;;46 m²
2390000;3 Bedroom Apartment;Killarney;3;2;2;178 m²
1300000;2 Bedroom Apartment;Dainfern;2;2;2;75 m²
811000;1 Bedroom Apartment;Waverley;1;1;1;52 m²
380000;1 Bedroom Apartment;Pretoria Central;1;1;2;
380000;1 Bedroom Apartment;Kensington;1;1;1;1 489 m²
589000;1 Bedroom Apartment;Hyde Park;1;1;1;71 m²
470000;2 Bedroom Apartment;Pretoria North;2;1.5;2;80 m²
399000;2 Bedroom Apartment;Greenhills Ext 3;2;1;2;55 m²
;;;;;;
700000;2 Bedroom Apartment;Heidelberg Central;2;1;1;76 m²
750000;3 Bedroom Apartment;Gresswold;3;2;;
3900000;41 Bedroom Apartment;Brixton;41;6;;1 390 m²
3000000;3 Bedroom Apartment;Waterkloof;3;2;2;105 m²
399900;2 Bedroom Apartment;Roodepoort West;2;1;;54 m²
1250000;2 Bedroom Apartment;Fourways;2;2;;77 m²
2199000;2 Bedroom Apartment;Morningside;2;2;2;103 m²
650000;2 Bedroom Apartment;Croydon;2;2;2;
995000;2 Bedroom Apartment;Cheltondale;2;1;1;75 m²
535000;2 Bedroom Apartment;Greenhills;2;1;2;98 m²
330000;1 Bedroom Apartment;City & Suburban;1;1;;36 m²
638000;1 Bedroom Apartment;Montana;1;1;;63 m²
850000;3 Bedroom Apartment;Krugersdorp North;3;2;2;98 m²
699000;5 Bedroom Apartment;Sunnyside;5;2;1;115 m²
375000;1 Bedroom Apartment;Albertville;1;1;1;37 m²
415000;1 Bedroom Apartment;Florida Lake;1;1;1;72 m²
895000;2 Bedroom Apartment;Lonehill;2;2;2;
420000;2 Bedroom Apartment;Vanderbijlpark CW 3;2;1;2;
850000;2 Bedroom Apartment;Sagewood;2;1;1;80 m²
850000;2 Bedroom Apartment;Northgate;2;2;2;109 m²
330000;1 Bedroom Apartment;City & Suburban;1;1;;36 m²
;;;;;;
260000;2 Bedroom Apartment;Sunnyside;2;1;1;59 m²
1150000;3 Bedroom Apartment;Goedeburg;3;2;2;106 m²
950000;2 Bedroom Apartment;Marais Steyn Park;2;1;1;79 m²
1400000;2 Bedroom Apartment;Rivonia;2;1;2;69 m²
300000;2 Bedroom Apartment;Sunnyside;2;1;1;59 m²
550000;2 Bedroom Apartment;Wonderpark Estate;2;1;1;70 m²
1100000;2 Bedroom Apartment;Fourways;2;1;1;84 m²
580000;2 Bedroom Apartment;Clarina;2;2;2;58 m²
1000000;2 Bedroom Apartment;Northgate;2;2;1;107 m²
450000;1 Bedroom Apartment;Kempton Park Central;1;1;1;
530000;3 Bedroom Apartment;Wonderboom South;3;1;1;83 m²
750000;2 Bedroom Apartment;Montana;2;2;2;96 m²
550000;2 Bedroom Apartment;Wonderpark Estate;2;1;1;70 m²
910000;1 Bedroom Apartment;Modderfontein;1;1;1;59 m²
580000;2 Bedroom Apartment;Hesteapark;2;1;;76 m²
570000;2 Bedroom Apartment;Sonneglans;2;1;1;57 m²
889990;2 Bedroom Apartment;Kosmosdal;2;2;2;60 m²
3575000;2 Bedroom Apartment;Rosebank;2;2;2;113 m²
290000;2 Bedroom Apartment;Rosettenville;2;2;1;45 m²
520000;2 Bedroom Apartment;Alberton Central;2;1;1;38 m²
698000;3 Bedroom Apartment;Pretoria North;3;2;1;
;;;;;;
2200000;2 Bedroom Apartment;Sandown;2;2;2;102 m²
435000;2 Bedroom Apartment;Kempton Park Central;2;1;1;43 m²
699000;2 Bedroom Apartment;Heuweloord;2;1;1;54 m²
1380000;2 Bedroom Apartment;Paulshof;2;2;1;106 m²
480000;3 Bedroom Apartment;Jabulani;3;1;;
2049000;3 Bedroom Apartment;Chartwell;3;2;2;101 m²
1450000;2 Bedroom Apartment;Sunninghill;2;1;1;128 m²
795000;2 Bedroom Apartment;Randpark Ridge;2;2;1;72 m²
1500000;2 Bedroom Apartment;Irene;2;2;2;83 m²
2200000;2 Bedroom Apartment;Rosebank;2;1;1;64 m²
595000;2 Bedroom Apartment;Winchester Hills;2;1;1;68 m²
550000;1 Bedroom Apartment;Halfway Gardens;1;1;1;46 m²
769000;3 Bedroom Apartment;Rynfield AH;3;2;;76 m²
499000;Apartment;Groblerpark;;;;8 062 m²
1050000;2 Bedroom Apartment;Sunninghill;2;1;1;76 m²
420000;1 Bedroom Apartment;Hesteapark;1;1;1;58 m²
435000;2 Bedroom Apartment;Greenhills;2;1;1;71 m²
13690000;3 Bedroom Apartment;Sandown;3;3.5;3;257 m²
550000;2 Bedroom Apartment;Parkdene;2;1;1;
650000;1 Bedroom Apartment;Lonehill;1;1;1;77 m²
2200000;2 Bedroom Apartment;Sandown;2;2;2;102 m²
;;;;;;
2390000;2 Bedroom Apartment;Darrenwood;2;2;1;109 m²
1200000;3 Bedroom Apartment;Noordwyk;3;2;;
10500000;2 Bedroom Apartment;Sandton Central;2;2.5;2;197 m²
430000;2 Bedroom Apartment;Sunnyside;2;1;1;
380000;1 Bedroom Apartment;Arcadia;1;1;1;45 m²
1000000;4 Bedroom Apartment;Selcourt;4;2;2;237 m²
620000;1 Bedroom Apartment;Houghton Estate;1;1;1;49 m²
635000;2 Bedroom Apartment;Newlands;2;1;2;58 m²
695000;2 Bedroom Apartment;Bramley Park;2;1.5;2;
1595000;2 Bedroom Apartment;Hyde Park;2;2;2;95 m²
1150000;2 Bedroom Apartment;Carlswald;2;2;2;79 m²
620000;2 Bedroom Apartment;Witfield;2;1;1;62 m²
485000;1 Bedroom Apartment;Montana;1;1;1;39 m²
1200000;2 Bedroom Apartment;Arcadia;2;2;1;63 m²
1800000;3 Bedroom Apartment;Montana;3;2;4;163 m²
599990;1 Bedroom Apartment;Erand Gardens;1;1;1;54 m²
635000;2 Bedroom Apartment;Newlands;2;1;2;58 m²
700000;2 Bedroom Apartment;Terenure;2;1;2;
720000;2 Bedroom Apartment;Amandasig;2;2;1;84 m²
690000;2 Bedroom Apartment;Vorna Valley;2;1;1;70 m²
2600000;2 Bedroom Apartment;Auckland Park;2;2.5;2;204 m²
;;;;;;
7499000;3 Bedroom Apartment;Sandton Central;3;3;2;146 m²
710000;2 Bedroom Apartment;Three Rivers Proper;2;2;;
900000;2 Bedroom Apartment;Die Hoewes;2;2;1;136 m²
680000;1 Bedroom Apartment;Maboneng;1;1;;58 m²
530000;2 Bedroom Apartment;Amandasig;2;2;2;
635000;2 Bedroom Apartment;Brentwood Park;2;1;2;73 m²
420000;3 Bedroom Apartment;Rosettenville;3;1.5;1;116 m²
2800000;3 Bedroom Apartment;Waterkloof;3;2;3;167 m²
895000;2 Bedroom Apartment;Sandton Central;2;1;1;
380000;2 Bedroom Apartment;Symhurst;2;1;2;125 m²
400000;1 Bedroom Apartment;Karenpark;1;1;1;42 m²
829000;2 Bedroom Apartment;Sagewood;2;1;1;
1135000;2 Bedroom Apartment;Chartwell;2;1;1;
960000;1 Bedroom Apartment;Linbro Park;1;1;1;59 m²
799000;2 Bedroom Apartment;Halfway House;2;1;1;74 m²
900000;2 Bedroom Apartment;Randpark Ridge;2;2;2;89 m²
749000;2 Bedroom Apartment;La Montagne;2;1;1;75 m²
1149000;2 Bedroom Apartment;Die Hoewes;2;2;2;114 m²
735000;2 Bedroom Apartment;Primrose Hill;2;1;1;90 m²
1149000;2 Bedroom Apartment;Die Hoewes;2;2;2;114 m²
1750000;2 Bedroom Apartment;Strathavon;2;2;2;117 m²
;;;;;;
350000;0.5 Bedroom Apartment;Braamfontein;0.5;1;1;36 m²
550000;2 Bedroom Apartment;Eastleigh;2;1;;98 m²
639000;2 Bedroom Apartment;Noordwyk;2;1;2;70 m²
399999;2 Bedroom Apartment;Fleurhof;2;1;;41 m²
1199000;3 Bedroom Apartment;Windsor East;3;2.5;2;240 m²
850000;2 Bedroom Apartment;South Crest;2;2;3;
1200000;8 Bedroom Apartment;Turffontein;8;4;4;
770000;2 Bedroom Apartment;Vanderbijlpark SW 5;2;2;1;68 m²
480000;1 Bedroom Apartment;Highveld;1;1;1;30 m²
1230000;2 Bedroom Apartment;Carlswald;2;1;1;
950000;2 Bedroom Apartment;Westwood;2;2;2;
535000;2 Bedroom Apartment;Vanderbijlpark SW 1;2;1;2;
1250000;1 Bedroom Apartment;Sandown;1;1;1;
1650000;2 Bedroom Apartment;Killarney;2;2;1;146 m²
436650;0.5 Bedroom Apartment;Arcadia;0.5;1;1;26 m²
535000;2 Bedroom Apartment;Vanderbijlpark SW 1;2;1;2;
560000;1 Bedroom Apartment;Ferndale;1;1;1;50 m²
1345000;2 Bedroom Apartment;Paulshof;2;2;1;99 m²
640000;2 Bedroom Apartment;Heidelberg Central;2;1.5;1;90 m²
699000;2 Bedroom Apartment;Heuweloord;2;1;2;54 m²
550000;2 Bedroom Apartment;Castleview;2;1;1;72 m²
;;;;;;
550000;2 Bedroom Apartment;Castleview;2;1;1;72 m²
490000;2 Bedroom Apartment;Wychwood;2;1;1;84 m²
400000;1 Bedroom Apartment;Sunnyside;1;1;1;
1690000;3 Bedroom Apartment;Groenkloof;3;2;1;168 m²
609900;1 Bedroom Apartment;Bedfordview;1;1;1;55 m²
759000;2 Bedroom Apartment;Northwold;2;1;1;80 m²
1250000;3 Bedroom Apartment;Homes Haven;3;2;3;91 m²
680000;2 Bedroom Apartment;Karenpark;2;2;3;80 m²
680000;2 Bedroom Apartment;Karenpark;2;2;3;80 m²
745000;2 Bedroom Apartment;Parktown;2;1.5;2;109 m²
599000;1 Bedroom Apartment;Hatfield;1;1;1;46 m²
580000;2 Bedroom Apartment;Albemarle;2;1;1;55 m²
25000000;3 Bedroom Apartment;Sandton Central;3;3.5;3;462 m²
1249000;2 Bedroom Apartment;Pineslopes;2;2;1;79 m²
889000;2 Bedroom Apartment;Roodeplaat;2;1;1;
770000;1 Bedroom Apartment;Douglasdale;1;1;2;58 m²
260000;1 Bedroom Apartment;Sunnyside;1;1;1;
280000;1 Bedroom Apartment;Benoni Central;1;1;1;50 m²
899900;2 Bedroom Apartment;Winchester Hills;2;1;2;90 m²
340000;1 Bedroom Apartment;City & Suburban;1;1;1;33 m²
1300000;3 Bedroom Apartment;Oakdene;3;2;2;99 m²
;;;;;;
530000;2 Bedroom Apartment;Sunnyside;2;1;1;78 m²
750000;2 Bedroom Apartment;Bedfordview;2;1;2;106 m²
500000;2 Bedroom Apartment;Comet;2;1;1;62 m²
765000;2 Bedroom Apartment;Buccleuch;2;1;1;68 m²
425000;2 Bedroom Apartment;Pretoria Central;2;1.5;1;71 m²
580000;2 Bedroom Apartment;Honeydew Grove;2;1;1;52 m²
1600000;3 Bedroom Apartment;Killarney;3;2;2;177 m²
499000;2 Bedroom Apartment;Olievenhoutbosch;2;1;1;47 m²
499000;2 Bedroom Apartment;Olievenhoutbosch;2;1;1;47 m²
499000;2 Bedroom Apartment;Olievenhoutbosch;2;1;1;47 m²
675000;2 Bedroom Apartment;Mulbarton;2;1;1;78 m²
870000;2 Bedroom Apartment;Beverley;2;2;2;67 m²
750000;1 Bedroom Apartment;Brentwood Park;1;1;;45 m²
860000;2 Bedroom Apartment;Lilianton;2;1;1;71 m²
880000;2 Bedroom Apartment;Halfway Gardens;2;1;2;67 m²
2100000;2 Bedroom Apartment;Bedfordview;2;2;2;98 m²
2100000;2 Bedroom Apartment;Senderwood;2;2;2;
1175000;2 Bedroom Apartment;Meyersdal;2;2;2;77 m²
2100000;2 Bedroom Apartment;Bedfordview;2;2;2;98 m²
440000;1 Bedroom Apartment;Klippoortje;1;1;1;
570000;2 Bedroom Apartment;La Montagne;2;1;;84 m²
;;;;;;
705000;2 Bedroom Apartment;Vanderbijlpark SW 5;2;1;1;69 m²
840000;2 Bedroom Apartment;Amandasig;2;1.5;1;
1989000;3 Bedroom Apartment;Chartwell;3;2;2;99 m²
585000;2 Bedroom Apartment;Vanderbijlpark SE 6;2;2;1;
1050000;2 Bedroom Apartment;Vorna Valley;2;2;2;
4470000;1 Bedroom Apartment;Sandown;1;1;4;65 m²
1575000;3 Bedroom Apartment;Sandton Central;3;2.5;2;
950000;2 Bedroom Apartment;Paulshof;2;1;1;77 m²
240000;1 Bedroom Apartment;Johannesburg Central;1;1;;30 m²
1150000;2 Bedroom Apartment;Lonehill;2;1;1;76 m²
1445000;3 Bedroom Apartment;North Riding;3;2;2;123 m²
752675;1 Bedroom Apartment;Northgate;1;1;1;46 m²
2460000;3 Bedroom Apartment;Silver Lakes;3;2.5;2;195 m²
1149000;2 Bedroom Apartment;Barbeque Downs;2;2;2;121 m²
1425000;2 Bedroom Apartment;Riviera;2;2;2;77 m²
1149000;2 Bedroom Apartment;Barbeque Downs;2;2;2;121 m²
910000;3 Bedroom Apartment;Moreleta Park;3;2;1;99 m²
380000;1 Bedroom Apartment;Sunnyside;1;2;1;53 m²
379990;1 Bedroom Apartment;Comet;1;1;2;
390000;2 Bedroom Apartment;Vanderbijlpark CW 3;2;1;1;67 m²
778000;2 Bedroom Apartment;Elandspoort;2;1;;45 m²
;;;;;;
850000;2 Bedroom Apartment;Noordwyk;2;2;2;76 m²
1650000;2 Bedroom Apartment;Olympus AH;2;2;2;126 m²
1070000;2 Bedroom Apartment;Helikonpark;2;2;2;140 m²
630500;2 Bedroom Apartment;Jansenpark;2;1;1;51 m²
1650000;2 Bedroom Apartment;Olympus AH;2;2;2;126 m²
925000;1 Bedroom Apartment;Kyalami;1;1;1;
975000;2 Bedroom Apartment;Equestria;2;2;4;115 m²
790000;1 Bedroom Apartment;Maboneng;1;1;1;105 m²
665000;2 Bedroom Apartment;Die Wilgers;2;2;1;70 m²
694999;2 Bedroom Apartment;North Riding;2;1;3;61 m²
800000;2 Bedroom Apartment;Parktown;2;1.5;;
280000;1 Bedroom Apartment;Witpoortjie;1;1;2;52 m²
679000;1 Bedroom Apartment;Broadacres;1;1;2;51 m²
1650000;2 Bedroom Apartment;Boardwalk Villas;2;2;2;126 m²
790000;3 Bedroom Apartment;Mulbarton;3;2;1;80 m²
850000;3 Bedroom Apartment;Hatfield;3;1;1;68 m²
1149000;2 Bedroom Apartment;Modderfontein;2;2;2;106 m²
960000;1 Bedroom Apartment;Parktown North;1;1;;56 m²
650000;2 Bedroom Apartment;Brentwood Park;2;1;1;
1900000;2 Bedroom Apartment;Atholl;2;2;2;103 m²
900000;2 Bedroom Apartment;Greenstone Hill;2;1;2;74 m²
;;;;;;
690000;1 Bedroom Apartment;Maboneng;1;1;;77 m²
885000;2 Bedroom Apartment;Winchester Hills;2;2;;74 m²
2800000;1 Bedroom Apartment;Melrose Arch;1;1;1;60 m²
295000;1 Bedroom Apartment;Sunnyside;1;1;1;53 m²
700000;1 Bedroom Apartment;Linbro Park;1;1;1;45 m²
595000;1 Bedroom Apartment;Noordwyk;1;1;;41 m²
1850000;2 Bedroom Apartment;Morningside;2;2.5;2;118 m²
400000;1.5 Bedroom Apartment;Arcadia;1.5;1;1;78 m²
487600;2 Bedroom Apartment;Arcon Park;2;1.5;2;
820000;3 Bedroom Apartment;South Crest;3;2;2;112 m²
620000;2 Bedroom Apartment;Radiokop;2;1;1;60 m²
640000;2 Bedroom Apartment;Hatfield;2;1;1;46 m²
2850000;3 Bedroom Apartment;The Hills Game Reserve Estate;3;2.5;3;204 m²
2800000;1 Bedroom Apartment;Melrose Arch;1;1;1;60 m²
4150000;11 Bedroom Apartment;Hatfield;11;5;15;320 m²
1980000;3 Bedroom Apartment;Riviera;3;2;2;114 m²
2500000;2 Bedroom Apartment;Morningside;2;2;1;
1350000;2 Bedroom Apartment;Morningside;2;2;14;105 m²
390000;2 Bedroom Apartment;Sunnyside;2;2;1;60 m²
390000;1 Bedroom Apartment;Benoni Central;1;1;1;71 m²
600000;2 Bedroom Apartment;Bedford Gardens;2;1;;
;;;;;;
1145000;3 Bedroom Apartment;Barbeque Downs;3;2;2;120 m²
1350000;3 Bedroom Apartment;Lyttelton Manor;3;2;2;69 m²
2299000;2 Bedroom Apartment;Morningside;2;2;2;106 m²
600000;Apartment;Dainfern;1;1;;36 m²
925000;3 Bedroom Apartment;Sundowner;3;2;3;134 m²
3499000;2 Bedroom Apartment;Craighall Park;2;2;2;181 m²
965000;2 Bedroom Apartment;Montana Tuine;2;2;2;72 m²
2299000;2 Bedroom Apartment;Morningside;2;2;2;106 m²
499000;2 Bedroom Apartment;Yeoville;2;2;1;
633000;2 Bedroom Apartment;Theresapark;2;2;2;72 m²
715000;3 Bedroom Apartment;Eastleigh;3;1;1;117 m²
650000;3 Bedroom Apartment;Sunnyside;3;1;1;
700000;2 Bedroom Apartment;North Riding;2;1;4;60 m²
200000;0.5 Bedroom Apartment;Sunnyside;0.5;1;1;36 m²
895000;2 Bedroom Apartment;Greenstone Hill;2;2;2;
5395000;3 Bedroom Apartment;Steyn City;3;2.5;2;230 m²
499000;1 Bedroom Apartment;South Crest;1;1;1;
1150000;2 Bedroom Apartment;Summerset;2;2;2;91 m²
2395000;3 Bedroom Apartment;Craighall;3;2;3;145 m²
800000;2 Bedroom Apartment;Windsor East;2;1;2;90 m²
695000;2 Bedroom Apartment;Honeydew;2;2;1;76 m²
;;;;;;
8400000;2 Bedroom Apartment;Sandhurst;2;2.5;2;
7850000;2 Bedroom Apartment;Sandhurst;2;2.5;2;163 m²
545000;1 Bedroom Apartment;Sundowner;1;1;1;72 m²
7700000;3 Bedroom Apartment;Dunkeld West;3;3.5;3;365 m²
930000;2 Bedroom Apartment;Montana Tuine;2;1;1;65 m²
1025000;2 Bedroom Apartment;Morning Hill;2;2;1;114 m²
7700000;3 Bedroom Apartment;Dunkeld West;3;3.5;3;365 m²
799000;2 Bedroom Apartment;Hatfield;2;1;1;58 m²
13500000;3 Bedroom Apartment;Sandton Central;3;3.5;2;188 m²
2800000;Apartment;Melrose Arch;1;1;;52 m²
1150000;1 Bedroom Apartment;Rosebank;1;1;;60 m²
650000;2 Bedroom Apartment;Vanderbijlpark SW 1;2;1;1;91 m²
800000;2 Bedroom Apartment;Bryanston;2;1;2;64 m²
1499000;2 Bedroom Apartment;Chartwell;2;2;2;79 m²
827540;3 Bedroom Apartment;Rynfield AH;3;2;2;
1450000;2 Bedroom Apartment;Petervale;2;2;3;105 m²
1190000;1 Bedroom Apartment;Edenburg;1;1;1;53 m²
795000;1 Bedroom Apartment;Die Wilgers;1;1;;43 m²
730000;1 Bedroom Apartment;Broadacres;1;1;1;57 m²
250000;1 Bedroom Apartment;Yeoville;1;1;1;
9960000;3 Bedroom Apartment;Sandton Central;3;3.5;2;210 m²
;;;;;;
575000;1 Bedroom Apartment;Corlett Gardens;1;1;1;59 m²
1075000;2 Bedroom Apartment;Blue Hills;2;2;2;85 m²
870000;3 Bedroom Apartment;Fairleads;3;2;;92 m²
850000;2 Bedroom Apartment;Boardwalk;2;1;1;54 m²
899000;2 Bedroom Apartment;Fourways;2;1;2;75 m²
1810000;3 Bedroom Apartment;Kenleaf;3;2;2;573 m²
3400000;3 Bedroom Apartment;Bedford Park;3;2;2;275 m²
1060000;1 Bedroom Apartment;Crowthorne AH;1;1;1;58 m²
750000;2 Bedroom Apartment;Bedfordview;2;2;2;111 m²
770000;3 Bedroom Apartment;Westdene;3;1;;
740000;2 Bedroom Apartment;Westdene;2;1;;
1750000;3 Bedroom Apartment;Morningside;3;2;2;109 m²
449999;2 Bedroom Apartment;Comet;2;1;2;71 m²
710000;2 Bedroom Apartment;Danville;2;1;1;
1070000;2 Bedroom Apartment;Die Hoewes;2;1;2;109 m²
790000;2 Bedroom Apartment;Noordwyk;2;1;2;
690000;2 Bedroom Apartment;Hesteapark;2;2;2;73 m²
1200000;3 Bedroom Apartment;Noordhang;3;2;2;111 m²
310000;1 Bedroom Apartment;Ferndale;1;1;;40 m²
3400000;3 Bedroom Apartment;Bedford Park;3;2;2;275 m²
640000;2 Bedroom Apartment;Heidelberg Central;2;1.5;1;90 m²
;;;;;;
950000;1 Bedroom Apartment;Illovo;1;1;1;60 m²
780000;0.5 Bedroom Apartment;Hatfield;0.5;1;2;53 m²
735000;1 Bedroom Apartment;Hatfield;1;1;1;38 m²
913000;3 Bedroom Apartment;Andeon;3;1;2;112 m²
579000;2 Bedroom Apartment;Comet;2;1;1;62 m²
860000;3 Bedroom Apartment;Ferndale;3;2;1;102 m²
720000;1 Bedroom Apartment;Lonehill;1;1;1;49 m²
480000;1 Bedroom Apartment;Northgate;1;1;1;35 m²
750000;2 Bedroom Apartment;Brentwood Park;2;2;1;81 m²
785000;1 Bedroom Apartment;Paulshof;1;1;1;65 m²
520000;2 Bedroom Apartment;Karenpark;2;1;1;70 m²
579000;2 Bedroom Apartment;Comet;2;1;1;62 m²
300000;2 Bedroom Apartment;Vereeniging Central;2;1;1;
2350000;3 Bedroom Apartment;Serengeti Lifestyle Estate;3;2;2;139 m²
769999;2 Bedroom Apartment;Annlin;2;1;1;75 m²
795000;1 Bedroom Apartment;Broadacres;1;1;1;63 m²
1799000;2 Bedroom Apartment;Strathavon;2;2;2;118 m²
890000;1 Bedroom Apartment;Newlands;1;1;1;65 m²
950000;1 Bedroom Apartment;Dainfern;1;1;1;73 m²
620000;1 Bedroom Apartment;Erand Gardens;1;1;2;49 m²
1200000;1 Bedroom Apartment;Bryanston;1;1;1;60 m²
;;;;;;
1150000;2 Bedroom Apartment;Hatfield;2;2;2;57 m²
1500000;2 Bedroom Apartment;Norwood;2;2;2;77 m²
469000;2 Bedroom Apartment;Pretoria North;2;1;1;69 m²
945000;3 Bedroom Apartment;La Montagne;3;2;1;105 m²
1299000;3 Bedroom Apartment;Killarney;3;2;1;141 m²
440000;2 Bedroom Apartment;Fleurhof;2;1;1;38 m²
1680000;1 Bedroom Apartment;Bedfordview;1;1.5;1;70 m²
1590000;1.5 Bedroom Apartment;Hatfield;1.5;1;1;41 m²
1665000;1 Bedroom Apartment;Sandton Central;1;1;1;65 m²
;Apartment;Mahube Valley;;;;540 m²
785000;2 Bedroom Apartment;Florentia;2;1;1;
440000;2 Bedroom Apartment;Fleurhof;2;1;1;38 m²
700000;2 Bedroom Apartment;Northgate;2;1;2;54 m²
1245000;2 Bedroom Apartment;Morningside;2;2;1;98 m²
580000;2 Bedroom Apartment;Southdale;2;1;1;87 m²
639000;Apartment;Noordwyk;;;;
1290000;2 Bedroom Apartment;Bryanston;2;2;1;98 m²
1245000;2 Bedroom Apartment;Modderfontein;2;2;2;92 m²
850000;2 Bedroom Apartment;Lonehill;2;1;1;67 m²
955000;2 Bedroom Apartment;Pretoriuspark;2;2;2;76 m²
835000;2 Bedroom Apartment;Ormonde;2;2;1;93 m²
;;;;;;
450000;2 Bedroom Apartment;Fleurhof;2;1;1;39 m²
900000;2 Bedroom Apartment;Sunninghill;2;1;1;76 m²
385000;1.5 Bedroom Apartment;Sunnyside;1.5;1;;69 m²
2199000;2 Bedroom Apartment;Morningside;2;2;2;114 m²
660000;2 Bedroom Apartment;Meredale;2;1;1;68 m²
910000;3 Bedroom Apartment;Arcadia;3;1.5;1;95 m²
795000;1 Bedroom Apartment;Paulshof;1;1.5;;65 m²
10170000;3 Bedroom Apartment;Sandhurst;3;3.5;3;218 m²
890000;2 Bedroom Apartment;Vanderbijlpark SE 2;2;1;1;
650000;2 Bedroom Apartment;Boksburg Central;2;1;2;52 m²
1750000;2 Bedroom Apartment;Bryanston;2;2;2;88 m²
850000;1 Bedroom Apartment;Lonehill;1;1;1;66 m²
899000;2 Bedroom Apartment;Bedford Gardens;2;1.5;2;95 m²
450000;2 Bedroom Apartment;Fleurhof;2;1;1;39 m²
645000;Apartment;Andeon;;;;78 m²
1290000;2 Bedroom Apartment;Louwlardia;2;2;;92 m²
745000;2 Bedroom Apartment;Braamfontein;2;3;;99 m²
699000;2 Bedroom Apartment;Heuweloord;2;1;1;54 m²
265000;2 Bedroom Apartment;Sunnyside;2;1;;53 m²
699000;1 Bedroom Apartment;Lonehill;1;1;1;50 m²
1499000;2 Bedroom Apartment;Chartwell;2;2;2;79 m²
;;;;;;
690000;1 Bedroom Apartment;Hatfield;1;1;1;26 m²
900000;2 Bedroom Apartment;Bedfordview;2;2;2;100 m²
1090000;3 Bedroom Apartment;Ferndale;3;2;2;89 m²
650000;2 Bedroom Apartment;Croydon;2;2;3;90 m²
850000;1 Bedroom Apartment;Morningside;1;1;1;54 m²
420000;2 Bedroom Apartment;Vanderbijlpark CE 1;2;1;2;76 m²
6250000;1 Bedroom Apartment;Houghton Estate;1;2;2;
590000;2 Bedroom Apartment;Eden Glen;2;1;1;38 m²
689000;1 Bedroom Apartment;Carlswald;1;1;1;49 m²
1299000;2 Bedroom Apartment;Fourways;2;2;1;100 m²
895000;2 Bedroom Apartment;Blackheath;2;2;2;134 m²
2560000;2 Bedroom Apartment;Morningside;2;2;2;76 m²
390000;2 Bedroom Apartment;Muckleneuk;2;1;;68 m²
900000;2 Bedroom Apartment;Bedfordview;2;2;2;100 m²
480000;2 Bedroom Apartment;Pretoria Central;2;2;1;96 m²
780000;1 Bedroom Apartment;Craighall;1;1;1;
530000;2 Bedroom Apartment;South Hills;2;1;1;38 m²
2799995;1 Bedroom Apartment;Sandton Central;1;1;1;90 m²
9777777;2 Bedroom Apartment;Sandhurst;2;2.5;2;163 m²
1295000;2 Bedroom Apartment;Meyersdal;2;2;2;
965000;2 Bedroom Apartment;Bedfordview;2;2;2;114 m²
;;;;;;
950000;2 Bedroom Apartment;Broadacres;2;2;7;105 m²
470000;2 Bedroom Apartment;Pretoria North;2;1;1;91 m²
1070000;2 Bedroom Apartment;Hatfield;2;2;1;57 m²
630000;1 Bedroom Apartment;Whiteridge;1;1;;40 m²
900000;2 Bedroom Apartment;Brakpan North;2;2;2;150 m²
550000;2 Bedroom Apartment;Parkdene;2;1;2;71 m²
1000000;2 Bedroom Apartment;Morning Hill;2;2;2;79 m²
750000;2 Bedroom Apartment;Bedfordview;2;1;2;74 m²
835000;2 Bedroom Apartment;Jackal Creek Golf Estate;2;1;1;75 m²
535000;2.5 Bedroom Apartment;Muckleneuk;2.5;2;1;92 m²
550000;1 Bedroom Apartment;Blackheath;1;1;1;55 m²
1190000;2 Bedroom Apartment;Bedfordview;2;2;1;
750000;2 Bedroom Apartment;Sagewood;2;1;1;
399999;2 Bedroom Apartment;Symhurst;2;1;1;78 m²
623500;2 Bedroom Apartment;Casseldale;2;1;1;82 m²
835000;2 Bedroom Apartment;Jackal Creek Golf Estate;2;1;1;75 m²
730000;1 Bedroom Apartment;Broadacres;1;1;4;
1249000;2 Bedroom Apartment;Bryanston;2;1;;
875000;3 Bedroom Apartment;Parktown Estate;3;1.5;1;97 m²
640000;2 Bedroom Apartment;Die Wilgers;2;2;2;70 m²
800000;2 Bedroom Apartment;Erand Gardens;2;1;1;65 m²
;;;;;;
1250000;2 Bedroom Apartment;Hillcrest;2;1;1;60 m²
530000;1 Bedroom Apartment;Noordwyk;1;1;;
849000;3 Bedroom Apartment;Ruimsig;3;2;2;62 m²
940000;2 Bedroom Apartment;Jackal Creek Golf Estate;2;2;1;75 m²
700000;2 Bedroom Apartment;Buccleuch;2;1;;
390000;2 Bedroom Apartment;Benoni Central;2;1;1;81 m²
945000;1 Bedroom Apartment;Houghton Estate;1;1;2;86 m²
9900000;2 Bedroom Apartment;Sandhurst;2;2.5;2;163 m²
420000;2 Bedroom Apartment;Brakpan North;2;2;1;
1199999;3 Bedroom Apartment;Castleview;3;2;2;112 m²
900000;3 Bedroom Apartment;Bonaero Park;3;2;2;102 m²
399999;2 Bedroom Apartment;Vereeniging Central;2;1;2;76 m²
